swapNs,durationNs,display,surfaceId,label
24304484083,16652542,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,452 :Surface  533 )"
24321136625,16645791,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,453 :Surface  532 )"
24337782416,16649584,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,454 :Surface  529 )"
24354432000,16639583,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,455 :Surface  533 )"
24371071583,16651458,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,456 :Surface  532 )"
24387723041,16652334,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,457 :Surface  529 )"
24404375375,16644208,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,458 :Surface  533 )"
24421019583,16646333,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,459 :Surface  532 )"
24437665916,16644125,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,460 :Surface  529 )"
24454310041,16647084,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,461 :Surface  533 )"
24470957125,16653291,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,462 :Surface  532 )"
24487610416,16642417,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,463 :Surface  529 )"
24504252833,16641542,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,464 :Surface  533 )"
24520894375,16652625,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,465 :Surface  532 )"
24537547000,16641333,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,466 :Surface  529 )"
24554188333,16652542,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,467 :Surface  533 )"
24570840875,16650625,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,468 :Surface  532 )"
24587491500,16650208,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,469 :Surface  529 )"
24604141708,16640333,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,470 :Surface  533 )"
24620782041,16646709,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,471 :Surface  532 )"
24637428750,16649958,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,472 :Surface  529 )"
24654078708,16644500,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,473 :Surface  533 )"
24670723208,16647250,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,474 :Surface  532 )"
24687370458,16648125,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,475 :Surface  529 )"
24704018583,16646875,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,476 :Surface  533 )"
24720665458,16649708,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,477 :Surface  532 )"
24737315166,16654459,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,478 :Surface  529 )"
24753969625,16643541,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,479 :Surface  533 )"
24770613166,16646959,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,480 :Surface  532 )"
24787260125,16652708,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,481 :Surface  529 )"
24803912833,16637583,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,482 :Surface  533 )"
24820550416,16663625,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,483 :Surface  532 )"
24837214041,16641917,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,484 :Surface  529 )"
24853855958,16650458,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,485 :Surface  533 )"
24870506416,16644959,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,486 :Surface  532 )"
24887151375,16647083,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,487 :Surface  529 )"
24903798458,16653792,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,488 :Surface  533 )"
24920452250,16645125,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,489 :Surface  532 )"
24937097375,16645958,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,490 :Surface  529 )"
24953743333,16651167,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,491 :Surface  533 )"
24970394500,16644125,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,492 :Surface  532 )"
24987038625,16646250,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,493 :Surface  529 )"
25003684875,16643875,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,494 :Surface  533 )"
25020328750,16643750,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,495 :Surface  532 )"
